Delay_ID,Flight_ID,Delay_Reason,Delay_Minutes
DEL-011097,FL-048288,Weather,16
DEL-011098,FL-048293,Maintenance,94
DEL-011099,FL-048301,Weather,71
DEL-011100,FL-048305,Air Traffic Control,85
DEL-011101,FL-048306,Weather,37
DEL-011102,FL-048308,Weather,92
DEL-011103,FL-048311,Maintenance,18
DEL-011104,FL-048314,Maintenance,61
DEL-011105,FL-048315,Maintenance,107
DEL-011106,FL-048321,Late Aircraft Arrival,72
DEL-011107,FL-048324,Late Aircraft Arrival,16
DEL-011108,FL-048343,Maintenance,16
DEL-011109,FL-048353,Air Traffic Control,29
DEL-011110,FL-048356,Late Aircraft Arrival,80
DEL-011111,FL-048357,Late Aircraft Arrival,104
DEL-011112,FL-048359,Late Aircraft Arrival,46
DEL-011113,FL-048368,Air Traffic Control,15
DEL-011114,FL-048384,Maintenance,110
DEL-011115,FL-048393,Late Aircraft Arrival,22
DEL-011116,FL-048400,Weather,43
DEL-011117,FL-048401,Late Aircraft Arrival,18
DEL-011118,FL-048411,Weather,29
DEL-011119,FL-048412,Weather,16
DEL-011120,FL-048414,Air Traffic Control,16
DEL-011121,FL-048416,Air Traffic Control,61
DEL-011122,FL-048420,Air Traffic Control,50
DEL-011123,FL-048422,Air Traffic Control,56
DEL-011124,FL-048439,Weather,89
DEL-011125,FL-048441,Weather,30
DEL-011126,FL-048444,Maintenance,16
DEL-011127,FL-048451,Maintenance,113
DEL-011128,FL-048466,Air Traffic Control,28
DEL-011129,FL-048469,Weather,73
DEL-011130,FL-048470,Maintenance,94
DEL-011131,FL-048471,Maintenance,72
DEL-011132,FL-048473,Weather,37
DEL-011133,FL-048474,Air Traffic Control,30
DEL-011134,FL-048475,Weather,26
DEL-011135,FL-048481,Maintenance,31
DEL-011136,FL-048483,Maintenance,108
DEL-011137,FL-048484,Weather,45
DEL-011138,FL-048487,Maintenance,77
DEL-011139,FL-048488,Weather,17
DEL-011140,FL-048491,Maintenance,189
DEL-011141,FL-048496,Weather,17
DEL-011142,FL-048505,Air Traffic Control,21
DEL-011143,FL-048507,Air Traffic Control,82
DEL-011144,FL-048514,Late Aircraft Arrival,116
DEL-011145,FL-048515,Air Traffic Control,29
DEL-011146,FL-048520,Late Aircraft Arrival,38
DEL-011147,FL-048523,Air Traffic Control,161
DEL-011148,FL-048524,Maintenance,37
DEL-011149,FL-048529,Air Traffic Control,20
DEL-011150,FL-048531,Maintenance,30
DEL-011151,FL-048539,Weather,19
DEL-011152,FL-048540,Air Traffic Control,45
DEL-011153,FL-048552,Air Traffic Control,47
DEL-011154,FL-048559,Weather,93
DEL-011155,FL-048568,Air Traffic Control,31
DEL-011156,FL-048572,Security,15
DEL-011157,FL-048575,Air Traffic Control,20
DEL-011158,FL-048579,Late Aircraft Arrival,136
DEL-011159,FL-048589,Weather,35
DEL-011160,FL-048590,Weather,130
DEL-011161,FL-048592,Maintenance,134
DEL-011162,FL-048593,Air Traffic Control,80
DEL-011163,FL-048599,Weather,31
DEL-011164,FL-048603,Maintenance,23
DEL-011165,FL-048608,Maintenance,50
DEL-011166,FL-048613,Maintenance,42
DEL-011167,FL-048616,Weather,25
DEL-011168,FL-048617,Weather,27
DEL-011169,FL-048618,Air Traffic Control,27
DEL-011170,FL-048625,Air Traffic Control,33
DEL-011171,FL-048631,Air Traffic Control,61
DEL-011172,FL-048635,Maintenance,100
DEL-011173,FL-048641,Air Traffic Control,65
DEL-011174,FL-048642,Weather,28
DEL-011175,FL-048644,Maintenance,62
DEL-011176,FL-048647,Maintenance,95
DEL-011177,FL-048650,Weather,72
DEL-011178,FL-048652,Late Aircraft Arrival,48
DEL-011179,FL-048655,Air Traffic Control,18
DEL-011180,FL-048660,Late Aircraft Arrival,21
DEL-011181,FL-048662,Maintenance,24
DEL-011182,FL-048664,Maintenance,173
DEL-011183,FL-048668,Late Aircraft Arrival,31
DEL-011184,FL-048671,Late Aircraft Arrival,74
DEL-011185,FL-048672,Air Traffic Control,40
DEL-011186,FL-048674,Late Aircraft Arrival,34
DEL-011187,FL-048677,Weather,28
DEL-011188,FL-048690,Late Aircraft Arrival,24
DEL-011189,FL-048695,Late Aircraft Arrival,80
DEL-011190,FL-048708,Maintenance,47
DEL-011191,FL-048711,Air Traffic Control,47
DEL-011192,FL-048718,Weather,18
DEL-011193,FL-048725,Air Traffic Control,57
DEL-011194,FL-048733,Air Traffic Control,145
DEL-011195,FL-048735,Late Aircraft Arrival,16
DEL-011196,FL-048736,Late Aircraft Arrival,56
DEL-011197,FL-048740,Late Aircraft Arrival,54
DEL-011198,FL-048741,Late Aircraft Arrival,95
DEL-011199,FL-048745,Air Traffic Control,211
DEL-011200,FL-048747,Late Aircraft Arrival,29
DEL-011201,FL-048749,Air Traffic Control,31
DEL-011202,FL-048750,Weather,18
DEL-011203,FL-048752,Late Aircraft Arrival,93
DEL-011204,FL-048760,Air Traffic Control,37
DEL-011205,FL-048764,Air Traffic Control,70
DEL-011206,FL-048768,Air Traffic Control,109
DEL-011207,FL-048770,Security,17
DEL-011208,FL-048772,Maintenance,33
DEL-011209,FL-048773,Weather,37
DEL-011210,FL-048783,Air Traffic Control,32
DEL-011211,FL-048784,Late Aircraft Arrival,16
DEL-011212,FL-048791,Air Traffic Control,42
DEL-011213,FL-048797,Weather,40
DEL-011214,FL-048801,Maintenance,22
DEL-011215,FL-048812,Maintenance,135
DEL-011216,FL-048815,Maintenance,70
DEL-011217,FL-048822,Maintenance,27
DEL-011218,FL-048824,Weather,50
DEL-011219,FL-048830,Security,208
DEL-011220,FL-048831,Late Aircraft Arrival,54
DEL-011221,FL-048832,Air Traffic Control,103
DEL-011222,FL-048836,Air Traffic Control,133
DEL-011223,FL-048841,Security,47
DEL-011224,FL-048850,Air Traffic Control,19
DEL-011225,FL-048856,Maintenance,40
DEL-011226,FL-048863,Weather,74
DEL-011227,FL-048871,Maintenance,68
DEL-011228,FL-048872,Late Aircraft Arrival,46
DEL-011229,FL-048875,Air Traffic Control,125
DEL-011230,FL-048876,Late Aircraft Arrival,36
DEL-011231,FL-048885,Late Aircraft Arrival,62
DEL-011232,FL-048888,Air Traffic Control,75
DEL-011233,FL-048889,Late Aircraft Arrival,34
DEL-011234,FL-048892,Late Aircraft Arrival,30
DEL-011235,FL-048895,Weather,51
DEL-011236,FL-048902,Air Traffic Control,80
DEL-011237,FL-048908,Security,54
DEL-011238,FL-048915,Late Aircraft Arrival,274
DEL-011239,FL-048918,Weather,15
DEL-011240,FL-048919,Weather,28
DEL-011241,FL-048921,Air Traffic Control,82
DEL-011242,FL-048922,Weather,69
DEL-011243,FL-048923,Air Traffic Control,31
DEL-011244,FL-048929,Weather,40
DEL-011245,FL-048930,Weather,94
DEL-011246,FL-048936,Maintenance,49
DEL-011247,FL-048937,Weather,42
DEL-011248,FL-048941,Late Aircraft Arrival,27
DEL-011249,FL-048942,Late Aircraft Arrival,58
DEL-011250,FL-048944,Maintenance,44
DEL-011251,FL-048946,Security,73
DEL-011252,FL-048955,Security,43
DEL-011253,FL-048957,Weather,98
DEL-011254,FL-048959,Weather,53
DEL-011255,FL-048961,Weather,69
DEL-011256,FL-048964,Late Aircraft Arrival,46
DEL-011257,FL-048977,Maintenance,71
DEL-011258,FL-048978,Security,22
DEL-011259,FL-048984,Maintenance,15
DEL-011260,FL-048988,Air Traffic Control,151
DEL-011261,FL-048990,Weather,53
DEL-011262,FL-048992,Late Aircraft Arrival,57
DEL-011263,FL-048996,Air Traffic Control,22
DEL-011264,FL-048999,Air Traffic Control,43
DEL-011265,FL-049002,Weather,16
DEL-011266,FL-049008,Air Traffic Control,15
DEL-011267,FL-049014,Air Traffic Control,16
DEL-011268,FL-049020,Weather,98
DEL-011269,FL-049021,Late Aircraft Arrival,18
DEL-011270,FL-049029,Weather,48
DEL-011271,FL-049032,Maintenance,129
DEL-011272,FL-049036,Late Aircraft Arrival,204
DEL-011273,FL-049039,Weather,27
DEL-011274,FL-049041,Air Traffic Control,52
DEL-011275,FL-049044,Late Aircraft Arrival,24
DEL-011276,FL-049047,Late Aircraft Arrival,164
DEL-011277,FL-049048,Maintenance,94
DEL-011278,FL-049056,Maintenance,20
DEL-011279,FL-049060,Late Aircraft Arrival,87
DEL-011280,FL-049067,Maintenance,129
DEL-011281,FL-049069,Air Traffic Control,20
DEL-011282,FL-049070,Late Aircraft Arrival,21
DEL-011283,FL-049083,Maintenance,92
DEL-011284,FL-049086,Late Aircraft Arrival,25
DEL-011285,FL-049091,Weather,28
DEL-011286,FL-049093,Air Traffic Control,47
DEL-011287,FL-049098,Air Traffic Control,34
DEL-011288,FL-049101,Air Traffic Control,26
DEL-011289,FL-049107,Security,34
DEL-011290,FL-049109,Late Aircraft Arrival,52
DEL-011291,FL-049112,Air Traffic Control,27
DEL-011292,FL-049115,Maintenance,16
DEL-011293,FL-049123,Air Traffic Control,30
DEL-011294,FL-049125,Weather,26
DEL-011295,FL-049131,Maintenance,15
DEL-011296,FL-049154,Weather,63
DEL-011297,FL-049164,Maintenance,35
DEL-011298,FL-049167,Air Traffic Control,15
DEL-011299,FL-049170,Air Traffic Control,22
DEL-011300,FL-049171,Weather,17
DEL-011301,FL-049172,Air Traffic Control,64
DEL-011302,FL-049174,Weather,76
DEL-011303,FL-049176,Air Traffic Control,26
DEL-011304,FL-049179,Security,29
DEL-011305,FL-049181,Late Aircraft Arrival,80
DEL-011306,FL-049186,Air Traffic Control,54
DEL-011307,FL-049191,Air Traffic Control,70
DEL-011308,FL-049193,Maintenance,35
DEL-011309,FL-049195,Late Aircraft Arrival,77
DEL-011310,FL-049198,Air Traffic Control,56
DEL-011311,FL-049202,Late Aircraft Arrival,31
DEL-011312,FL-049203,Weather,94
DEL-011313,FL-049204,Late Aircraft Arrival,142
DEL-011314,FL-049210,Weather,28
DEL-011315,FL-049213,Weather,18
DEL-011316,FL-049215,Weather,100
DEL-011317,FL-049219,Air Traffic Control,120
DEL-011318,FL-049222,Air Traffic Control,24
DEL-011319,FL-049224,Maintenance,90
DEL-011320,FL-049227,Maintenance,20
DEL-011321,FL-049241,Weather,136
DEL-011322,FL-049246,Late Aircraft Arrival,95
DEL-011323,FL-049251,Air Traffic Control,15
DEL-011324,FL-049252,Weather,135
DEL-011325,FL-049255,Maintenance,20
DEL-011326,FL-049260,Maintenance,94
DEL-011327,FL-049263,Late Aircraft Arrival,47
DEL-011328,FL-049266,Weather,97
DEL-011329,FL-049267,Air Traffic Control,76
DEL-011330,FL-049270,Maintenance,33
DEL-011331,FL-049273,Maintenance,151
DEL-011332,FL-049276,Weather,48
DEL-011333,FL-049282,Air Traffic Control,19
DEL-011334,FL-049283,Air Traffic Control,55
DEL-011335,FL-049290,Maintenance,16
DEL-011336,FL-049299,Air Traffic Control,205
DEL-011337,FL-049300,Security,84
DEL-011338,FL-049302,Security,151
DEL-011339,FL-049303,Maintenance,45
DEL-011340,FL-049306,Late Aircraft Arrival,100
DEL-011341,FL-049307,Air Traffic Control,16
DEL-011342,FL-049321,Late Aircraft Arrival,24
DEL-011343,FL-049334,Weather,52
DEL-011344,FL-049341,Security,84
DEL-011345,FL-049356,Maintenance,133
DEL-011346,FL-049360,Weather,33
DEL-011347,FL-049368,Late Aircraft Arrival,94
DEL-011348,FL-049371,Air Traffic Control,24
DEL-011349,FL-049373,Air Traffic Control,72
DEL-011350,FL-049375,Late Aircraft Arrival,42
DEL-011351,FL-049380,Maintenance,47
DEL-011352,FL-049382,Air Traffic Control,107
DEL-011353,FL-049394,Late Aircraft Arrival,17
DEL-011354,FL-049399,Late Aircraft Arrival,24
DEL-011355,FL-049400,Air Traffic Control,23
DEL-011356,FL-049403,Weather,33
DEL-011357,FL-049408,Air Traffic Control,30
DEL-011358,FL-049414,Late Aircraft Arrival,95
DEL-011359,FL-049430,Weather,26
DEL-011360,FL-049435,Weather,56
DEL-011361,FL-049436,Security,91
DEL-011362,FL-049441,Security,20
DEL-011363,FL-049444,Weather,24
DEL-011364,FL-049450,Maintenance,20
DEL-011365,FL-049457,Air Traffic Control,40
DEL-011366,FL-049459,Air Traffic Control,26
DEL-011367,FL-049460,Weather,27
DEL-011368,FL-049464,Air Traffic Control,133
DEL-011369,FL-049469,Air Traffic Control,40
DEL-011370,FL-049471,Late Aircraft Arrival,82
DEL-011371,FL-049477,Security,17
DEL-011372,FL-049485,Maintenance,147
DEL-011373,FL-049493,Late Aircraft Arrival,15
DEL-011374,FL-049498,Weather,99
DEL-011375,FL-049501,Weather,64
DEL-011376,FL-049505,Air Traffic Control,24
DEL-011377,FL-049508,Late Aircraft Arrival,34
DEL-011378,FL-049517,Air Traffic Control,74
DEL-011379,FL-049524,Air Traffic Control,134
DEL-011380,FL-049526,Air Traffic Control,45
DEL-011381,FL-049532,Weather,164
DEL-011382,FL-049540,Weather,24
DEL-011383,FL-049555,Weather,90
DEL-011384,FL-049565,Air Traffic Control,137
DEL-011385,FL-049566,Late Aircraft Arrival,70
DEL-011386,FL-049568,Weather,38
DEL-011387,FL-049577,Weather,104
DEL-011388,FL-049579,Security,54
DEL-011389,FL-049581,Maintenance,22
DEL-011390,FL-049584,Maintenance,95
DEL-011391,FL-049590,Late Aircraft Arrival,22
DEL-011392,FL-049592,Weather,144
DEL-011393,FL-049609,Weather,61
DEL-011394,FL-049610,Weather,38
DEL-011395,FL-049619,Weather,103
DEL-011396,FL-049621,Weather,36
DEL-011397,FL-049623,Air Traffic Control,16
DEL-011398,FL-049629,Air Traffic Control,25
DEL-011399,FL-049631,Late Aircraft Arrival,17
DEL-011400,FL-049632,Air Traffic Control,32
DEL-011401,FL-049635,Weather,44
DEL-011402,FL-049642,Maintenance,29
DEL-011403,FL-049643,Air Traffic Control,76
DEL-011404,FL-049656,Weather,39
DEL-011405,FL-049657,Maintenance,45
DEL-011406,FL-049660,Late Aircraft Arrival,22
DEL-011407,FL-049662,Weather,86
DEL-011408,FL-049663,Late Aircraft Arrival,73
DEL-011409,FL-049664,Maintenance,41
DEL-011410,FL-049673,Late Aircraft Arrival,23
DEL-011411,FL-049674,Maintenance,125
DEL-011412,FL-049678,Weather,76
DEL-011413,FL-049679,Maintenance,140
DEL-011414,FL-049681,Maintenance,26
DEL-011415,FL-049686,Late Aircraft Arrival,61
DEL-011416,FL-049688,Late Aircraft Arrival,15
DEL-011417,FL-049689,Maintenance,123
DEL-011418,FL-049691,Security,132
DEL-011419,FL-049694,Air Traffic Control,86
DEL-011420,FL-049697,Weather,62
DEL-011421,FL-049698,Late Aircraft Arrival,179
DEL-011422,FL-049700,Maintenance,63
DEL-011423,FL-049701,Late Aircraft Arrival,35
DEL-011424,FL-049704,Maintenance,71
DEL-011425,FL-049709,Late Aircraft Arrival,21
DEL-011426,FL-049710,Air Traffic Control,31
DEL-011427,FL-049717,Weather,101
DEL-011428,FL-049723,Air Traffic Control,141
DEL-011429,FL-049726,Air Traffic Control,55
DEL-011430,FL-049728,Air Traffic Control,117
DEL-011431,FL-049729,Weather,34
DEL-011432,FL-049730,Air Traffic Control,32
DEL-011433,FL-049738,Weather,69
DEL-011434,FL-049743,Maintenance,79
DEL-011435,FL-049745,Weather,114
DEL-011436,FL-049749,Maintenance,63
DEL-011437,FL-049754,Late Aircraft Arrival,21
DEL-011438,FL-049757,Air Traffic Control,21
DEL-011439,FL-049761,Late Aircraft Arrival,88
DEL-011440,FL-049763,Air Traffic Control,80
DEL-011441,FL-049772,Weather,87
DEL-011442,FL-049773,Maintenance,44
DEL-011443,FL-049775,Weather,40
DEL-011444,FL-049782,Weather,96
DEL-011445,FL-049797,Weather,150
DEL-011446,FL-049799,Air Traffic Control,51
DEL-011447,FL-049803,Air Traffic Control,115
DEL-011448,FL-049804,Late Aircraft Arrival,39
DEL-011449,FL-049805,Maintenance,95
DEL-011450,FL-049806,Weather,41
DEL-011451,FL-049808,Late Aircraft Arrival,15
DEL-011452,FL-049813,Maintenance,35
DEL-011453,FL-049815,Weather,129
DEL-011454,FL-049818,Air Traffic Control,86
DEL-011455,FL-049834,Air Traffic Control,34
DEL-011456,FL-049839,Maintenance,78
DEL-011457,FL-049843,Late Aircraft Arrival,19
DEL-011458,FL-049861,Late Aircraft Arrival,19
DEL-011459,FL-049862,Maintenance,52
DEL-011460,FL-049866,Weather,36
DEL-011461,FL-049867,Air Traffic Control,186
DEL-011462,FL-049873,Weather,60
DEL-011463,FL-049877,Weather,29
DEL-011464,FL-049880,Maintenance,64
DEL-011465,FL-049886,Weather,37
DEL-011466,FL-049889,Security,54
DEL-011467,FL-049892,Security,33
DEL-011468,FL-049893,Weather,81
DEL-011469,FL-049897,Weather,43
DEL-011470,FL-049901,Air Traffic Control,132
DEL-011471,FL-049904,Maintenance,47
DEL-011472,FL-049905,Maintenance,25
DEL-011473,FL-049908,Weather,39
DEL-011474,FL-049911,Maintenance,32
DEL-011475,FL-049919,Weather,42
DEL-011476,FL-049921,Weather,64
DEL-011477,FL-049923,Maintenance,74
DEL-011478,FL-049926,Maintenance,42
DEL-011479,FL-049927,Air Traffic Control,27
DEL-011480,FL-049929,Weather,41
DEL-011481,FL-049931,Air Traffic Control,93
DEL-011482,FL-049936,Late Aircraft Arrival,41
DEL-011483,FL-049967,Air Traffic Control,236
DEL-011484,FL-049968,Air Traffic Control,62
DEL-011485,FL-049971,Security,38
DEL-011486,FL-049972,Air Traffic Control,100
DEL-011487,FL-049975,Maintenance,39
DEL-011488,FL-049976,Weather,67
DEL-011489,FL-049978,Weather,25
DEL-011490,FL-049982,Maintenance,24
DEL-011491,FL-049990,Maintenance,120
DEL-011492,FL-049991,Weather,110
DEL-011493,FL-049994,Air Traffic Control,27
DEL-011494,FL-049997,Maintenance,53
DEL-011495,FL-050000,Air Traffic Control,67
DEL-011496,FL-050002,Air Traffic Control,117
DEL-011497,FL-050006,Security,48
DEL-011498,FL-050007,Air Traffic Control,100
DEL-011499,FL-050010,Weather,24
DEL-011500,FL-050013,Air Traffic Control,24
DEL-011501,FL-050017,Security,138
DEL-011502,FL-050024,Air Traffic Control,168
DEL-011503,FL-050026,Weather,20
DEL-011504,FL-050028,Air Traffic Control,59
DEL-011505,FL-050030,Air Traffic Control,23
DEL-011506,FL-050031,Weather,18
DEL-011507,FL-050037,Weather,82
DEL-011508,FL-050041,Late Aircraft Arrival,38
DEL-011509,FL-050046,Air Traffic Control,97
DEL-011510,FL-050052,Weather,105
DEL-011511,FL-050059,Weather,43
DEL-011512,FL-050060,Late Aircraft Arrival,33
DEL-011513,FL-050062,Late Aircraft Arrival,35
DEL-011514,FL-050064,Weather,30
DEL-011515,FL-050065,Air Traffic Control,116
DEL-011516,FL-050071,Maintenance,33
DEL-011517,FL-050072,Weather,36
DEL-011518,FL-050076,Maintenance,49
DEL-011519,FL-050081,Maintenance,35
DEL-011520,FL-050083,Air Traffic Control,37
DEL-011521,FL-050090,Late Aircraft Arrival,25
DEL-011522,FL-050096,Weather,71
DEL-011523,FL-050097,Late Aircraft Arrival,70
DEL-011524,FL-050101,Air Traffic Control,112
DEL-011525,FL-050106,Maintenance,72
DEL-011526,FL-050108,Late Aircraft Arrival,43
DEL-011527,FL-050110,Air Traffic Control,15
DEL-011528,FL-050119,Weather,63
DEL-011529,FL-050127,Late Aircraft Arrival,26
DEL-011530,FL-050133,Late Aircraft Arrival,21
DEL-011531,FL-050135,Late Aircraft Arrival,81
DEL-011532,FL-050138,Late Aircraft Arrival,133
DEL-011533,FL-050148,Air Traffic Control,17
DEL-011534,FL-050150,Air Traffic Control,102
DEL-011535,FL-050161,Air Traffic Control,33
DEL-011536,FL-050164,Weather,16
DEL-011537,FL-050166,Weather,40
DEL-011538,FL-050176,Maintenance,19
DEL-011539,FL-050177,Air Traffic Control,75
DEL-011540,FL-050189,Air Traffic Control,16
DEL-011541,FL-050192,Air Traffic Control,24
DEL-011542,FL-050196,Weather,151
DEL-011543,FL-050199,Air Traffic Control,17
DEL-011544,FL-050207,Air Traffic Control,66
DEL-011545,FL-050209,Air Traffic Control,113
DEL-011546,FL-050211,Weather,28
DEL-011547,FL-050214,Weather,19
DEL-011548,FL-050218,Air Traffic Control,66
DEL-011549,FL-050222,Late Aircraft Arrival,171
DEL-011550,FL-050241,Weather,39
DEL-011551,FL-050243,Late Aircraft Arrival,32
DEL-011552,FL-050244,Late Aircraft Arrival,51
DEL-011553,FL-050254,Maintenance,126
DEL-011554,FL-050255,Weather,25
DEL-011555,FL-050261,Maintenance,77
DEL-011556,FL-050277,Weather,36
DEL-011557,FL-050287,Air Traffic Control,31
DEL-011558,FL-050291,Air Traffic Control,68
DEL-011559,FL-050301,Weather,28
DEL-011560,FL-050303,Late Aircraft Arrival,15
DEL-011561,FL-050307,Late Aircraft Arrival,65
DEL-011562,FL-050313,Security,18
DEL-011563,FL-050318,Maintenance,91
DEL-011564,FL-050320,Weather,50
DEL-011565,FL-050326,Security,24
DEL-011566,FL-050332,Security,33
DEL-011567,FL-050333,Maintenance,19
DEL-011568,FL-050342,Late Aircraft Arrival,46
DEL-011569,FL-050343,Maintenance,38
DEL-011570,FL-050346,Weather,23
DEL-011571,FL-050347,Air Traffic Control,18
DEL-011572,FL-050357,Late Aircraft Arrival,67
DEL-011573,FL-050359,Air Traffic Control,52
DEL-011574,FL-050360,Maintenance,44
DEL-011575,FL-050364,Late Aircraft Arrival,63
DEL-011576,FL-050366,Air Traffic Control,61
DEL-011577,FL-050367,Late Aircraft Arrival,17
DEL-011578,FL-050368,Maintenance,48
DEL-011579,FL-050369,Late Aircraft Arrival,39
DEL-011580,FL-050370,Weather,32
DEL-011581,FL-050371,Late Aircraft Arrival,15
DEL-011582,FL-050374,Maintenance,24
DEL-011583,FL-050377,Maintenance,41
DEL-011584,FL-050379,Maintenance,100
DEL-011585,FL-050385,Air Traffic Control,50
DEL-011586,FL-050389,Security,155
DEL-011587,FL-050391,Air Traffic Control,52
DEL-011588,FL-050394,Late Aircraft Arrival,47
DEL-011589,FL-050398,Weather,29
DEL-011590,FL-050400,Late Aircraft Arrival,27
